"Gene_ID","Module"
"gene-THAP9|THAP9","yellow"
"gene-SEC31A|SEC31A","orangered4"
"gene-LIN54|LIN54","black"
"gene-COPS4|COPS4","turquoise"
"gene-MAPK10|MAPK10","honeydew1"
"gene-PTPN13|PTPN13","tan"
"gene-AFF1|AFF1","darkmagenta"
"gene-HHIP|HHIP","brown4"
"gene-SMAD1|SMAD1","skyblue"
"gene-LOC140683996|LOC140683996","skyblue"
"gene-MMAA|MMAA","darkred"
"gene-OTUD4|OTUD4","salmon"
"gene-ANAPC10|ANAPC10","darkgreen"
"gene-ABCE1|ABCE1","sienna3"
"gene-LOC115495057|LOC115495057","lavenderblush3"
"gene-ZNF827|ZNF827","grey"
"gene-LSM6|LSM6","lightcyan1"
"gene-SLC10A7|SLC10A7","saddlebrown"
"gene-LOC100230182|LOC100230182","blue"
"gene-REELD1|REELD1","greenyellow"
"gene-TTC29|TTC29","darkturquoise"
"gene-EDNRA|EDNRA","saddlebrown"
"gene-TMEM184C|TMEM184C","turquoise"
"gene-PRMT9|PRMT9","coral1"
"gene-ARHGAP10|ARHGAP10","grey"
"gene-NR3C2|NR3C2","midnightblue"
"gene-LOC115495058|LOC115495058","black"
"gene-DCLK2|DCLK2","thistle1"
"gene-LRBA|LRBA","turquoise"
"gene-MAB21L2|MAB21L2","pink"
"gene-LOC140683998|LOC140683998","purple"
"gene-PPM1K|PPM1K","salmon"
"gene-WDFY3|WDFY3","blue"
"gene-NOCT|NOCT","lightgreen"
"gene-ELF2|ELF2","turquoise"
"gene-MGARP|MGARP","royalblue"
"gene-NDUFC1|NDUFC1","greenyellow"
"gene-NAA15|NAA15","brown"
"gene-RAB33B|RAB33B","turquoise"
"gene-LOC115495061|LOC115495061","grey"
"gene-SETD7|SETD7","thistle2"
"gene-SMARCA5|SMARCA5","brown"
"gene-GAB1|GAB1","pink"
"gene-LOC140684000|LOC140684000","darkmagenta"
"gene-LOC116808210|LOC116808210","lightcyan1"
"gene-LOC140683999|LOC140683999","green"
"gene-USP38|USP38","brown"
"gene-INPP4B|INPP4B","grey60"
"gene-LOC140684001|LOC140684001","magenta"
"gene-IL15|IL15","skyblue3"
"gene-ZNF330|ZNF330","red"
"gene-RNF150|RNF150","royalblue"
"gene-TBC1D9|TBC1D9","violet"
"gene-MGAT4D|MGAT4D","yellow"
"gene-ELMOD2|ELMOD2","brown"
"gene-CLGN|CLGN","cyan"
"gene-SCOC|SCOC","turquoise"
"gene-LOC121469917|LOC121469917","yellow"
"gene-CDS1|CDS1","brown"
"gene-LOC105760489|LOC105760489","grey"
"gene-MAML3|MAML3","ivory"
"gene-KLHL8|KLHL8","grey"
"gene-SPARCL1|SPARCL1","black"
"gene-ABRAXAS1|ABRAXAS1","black"
"gene-LOC100220060|LOC100220060","royalblue"
"gene-LOC100229546|LOC100229546","plum2"
"gene-LOC101232972|LOC101232972","turquoise"
"gene-NUDT9|NUDT9","salmon"
"gene-SPP1|SPP1","blue"
"gene-PKD2|PKD2","darkmagenta"
"gene-ABCG2|ABCG2","darkslateblue"
"gene-LOC105759190|LOC105759190","purple"
"gene-COQ2|COQ2","steelblue"
"gene-HPSE|HPSE","lightgreen"
"gene-HELQ|HELQ","red"
"gene-MRPS18C|MRPS18C","floralwhite"
"gene-LOC100225801|LOC100225801","brown4"
"gene-FAT4|FAT4","yellow"
"gene-ANKRD50|ANKRD50","lavenderblush3"
"gene-LOC140684005|LOC140684005","purple"
"gene-LARP1B|LARP1B","lightgreen"
"gene-PLK4|PLK4","green"
"gene-INTU|INTU","black"
"gene-SCLT1|SCLT1","darkgrey"
"gene-JADE1|JADE1","grey"
"gene-LOC121469922|LOC121469922","darkred"
"gene-PGRMC2|PGRMC2","red"
"gene-ABHD18|ABHD18","grey"
"gene-MFSD8|MFSD8","red"
"gene-LOC140684007|LOC140684007","blue"
"gene-HSPA4L|HSPA4L","blue"
"gene-LOC115494806|LOC115494806","lightyellow"
"gene-SPRY1|SPRY1","blue"
"gene-AFG2A|AFG2A","lightgreen"
"gene-NUDT6|NUDT6","lightyellow"
"gene-FGF2|FGF2","lightcyan"
"gene-BBS12|BBS12","yellow"
"gene-LOC100226754|LOC100226754","cyan"
"gene-LOC115495075|LOC115495075","tan"
"gene-TRPC3|TRPC3","darkolivegreen"
"gene-BBS7|BBS7","salmon"
"gene-BLTP1|BLTP1","lightcyan"
"gene-ADAD1|ADAD1","lightcyan1"
"gene-CCNA2|CCNA2","green"
"gene-EXOSC9|EXOSC9","black"
"gene-QRFPR|QRFPR","darkorange"
"gene-ANXA5|ANXA5","blue"
"gene-TNIP3|TNIP3","purple"
"gene-NDNF|NDNF","green"
"gene-PRDM5|PRDM5","yellow"
"gene-LOC115495079|LOC115495079","paleturquoise"
"gene-LOC100229648|LOC100229648","violet"
"gene-LOC140684009|LOC140684009","yellow"
"gene-PDE5A|PDE5A","cyan"
"gene-USP53|USP53","red"
"gene-MYOZ2|MYOZ2","darkolivegreen"
"gene-LOC140684011|LOC140684011","pink"
"gene-METTL14|METTL14","blue"
"gene-MAD2L1|MAD2L1","blue"
"gene-RPL7L1|RPL7L1","brown"
"gene-LOC101233937|LOC101233937","blue"
"gene-LOC115495082|LOC115495082","grey60"
"gene-SYNPO2|SYNPO2","antiquewhite4"
"gene-SEC24D|SEC24D","brown"
"gene-PRSS12|PRSS12","blue"
"gene-LOC115495184|LOC115495184","steelblue"
"gene-UGT8|UGT8","darkgreen"
"gene-ARSJ|ARSJ","lavenderblush3"
"gene-CAMK2D|CAMK2D","green"
"gene-ANK2|ANK2","brown4"
"gene-LARP7|LARP7","blue"
"gene-ZGRF1|ZGRF1","yellow"
"gene-ALPK1|ALPK1","midnightblue"
"gene-TIFA|TIFA","blue"
"gene-AP1AR|AP1AR","turquoise"
"gene-PARM1|PARM1","magenta"
"gene-BTC|BTC","darkslateblue"
"gene-CDKL2|CDKL2","saddlebrown"
"gene-RCHY1|RCHY1","red"
"gene-GC|GC","blue"
"gene-LOC115495104|LOC115495104","blue"
"gene-LOC140684013|LOC140684013","salmon"
"gene-GTF2E2|GTF2E2","royalblue"
"gene-WRN|WRN","yellow"
"gene-DCTN6|DCTN6","black"
"gene-RBPMS|RBPMS","paleturquoise"
"gene-LOC140684014|LOC140684014","lightpink4"
"gene-PURG|PURG","grey60"
"gene-PPP2CB|PPP2CB","turquoise"
"gene-GSR|GSR","green"
"gene-NPFFR2|NPFFR2","salmon4"
"gene-LOC115495107|LOC115495107","antiquewhite4"
"gene-FRAS1|FRAS1","darkorange2"
"gene-LOC101233771|LOC101233771","white"
"gene-MRPL1|MRPL1","greenyellow"
"gene-LOC140684015|LOC140684015","salmon4"
"gene-CNOT6L|CNOT6L","turquoise"
"gene-CCNG2|CCNG2","pink"
"gene-CCNI|CCNI","greenyellow"
"gene-LOC140684017|LOC140684017","skyblue"
"gene-SEPTIN11|SEPTIN11","red"
"gene-SOWAHB|SOWAHB","yellow"
"gene-SHROOM3|SHROOM3","blue"
"gene-LOC100227202|LOC100227202","darkslateblue"
"gene-STBD1|STBD1","darkgrey"
"gene-SCARB2|SCARB2","pink"
"gene-NUP54|NUP54","brown"
"gene-PPEF2|PPEF2","yellow"
"gene-NAAA|NAAA","white"
"gene-SDAD1|SDAD1","brown"
"gene-JCHAIN|JCHAIN","darkgreen"
"gene-UTP3|UTP3","grey"
"gene-RUFY3|RUFY3","yellow"
"gene-GRSF1|GRSF1","greenyellow"
"gene-DCK|DCK","green"
"gene-MOB1B|MOB1B","pink"
"gene-SLC4A4|SLC4A4","salmon"
"gene-LOC121469956|LOC121469956","grey"
"gene-LOC121469937|LOC121469937","violet"
"gene-LOC140684019|LOC140684019","turquoise"
"gene-LOC121469938|LOC121469938","magenta"
"gene-ADAMTS3|ADAMTS3","floralwhite"
"gene-AREG|AREG","cyan"
"gene-LOC100222345|LOC100222345","blue"
"gene-USO1|USO1","brown"
"gene-LOC100224318|LOC100224318","yellow"
"gene-LOC140684020|LOC140684020","darkturquoise"
"gene-LOC116808100|LOC116808100","black"
"gene-RASSF6|RASSF6","lightgreen"
"gene-BMP3|BMP3","grey"
"gene-LOC121469941|LOC121469941","salmon"
"gene-LOC115495126|LOC115495126","pink"
"gene-ANTXR2|ANTXR2","turquoise"
"gene-BMP2K|BMP2K","blue"
"gene-PAQR3|PAQR3","royalblue"
"gene-LOC115495130|LOC115495130","yellow"
"gene-PCDH18|PCDH18","turquoise"
"gene-PCDH10|PCDH10","lightyellow"
"gene-LOC116806620|LOC116806620","lightyellow"
"gene-LOC140684029|LOC140684029","darkorange2"
"gene-LOC140684138|LOC140684138","yellow"
"gene-CD40LG|CD40LG","black"
"gene-BRS3|BRS3","plum2"
"gene-LOC140684140|LOC140684140","lightcyan"
"gene-VGLL1|VGLL1","black"
"gene-LOC140680260|LOC140680260","yellow"
"gene-HTATSF1|HTATSF1","brown"
"gene-ARHGEF6|ARHGEF6","black"
"gene-RBMX|RBMX","steelblue"
"gene-LOC100225043|LOC100225043","turquoise"
"gene-FGF13|FGF13","blue"
"gene-MCF2|MCF2","green"
"gene-F9|F9","purple"
"gene-NOX1|NOX1","salmon"
"gene-XKRX|XKRX","blue"
"gene-ATP11C|ATP11C","lightyellow"
"gene-CSTF2|CSTF2","yellow"
"gene-TRMT12|TRMT12","floralwhite"
"gene-SYTL4|SYTL4","yellow"
"gene-TSPAN6|TSPAN6","turquoise"
"gene-PCDH19|PCDH19","white"
"gene-LOC140684145|LOC140684145","magenta"
"gene-DIAPH2|DIAPH2","orange"
"gene-PCDH11X|PCDH11X","grey"
"gene-KLHL4|KLHL4","blue"
"gene-DACH2|DACH2","grey"
"gene-CHM|CHM","turquoise"
"gene-POF1B|POF1B","red"
"gene-ZNF711|ZNF711","tan"
"gene-LOC140684149|LOC140684149","magenta"
"gene-APOOL|APOOL","royalblue"
"gene-LOC100218233|LOC100218233","tan"
"gene-HDX|HDX","brown"
"gene-POU3F4|POU3F4","green"
"gene-LOC140684151|LOC140684151","cyan"
"gene-LOC115495212|LOC115495212","salmon"
"gene-RPS6KA6|RPS6KA6","darkorange"
"gene-COX18|COX18","green"
"gene-ANKRD17|ANKRD17","lightyellow"
"gene-LOC115495119|LOC115495119","midnightblue"
"gene-ALB|ALB","midnightblue"
"gene-G3BP2|G3BP2","red"
"gene-LOC100219761|LOC100219761","darkolivegreen"
"gene-SH3BGRL|SH3BGRL","brown"
"gene-HMGN5|HMGN5","darkred"
"gene-LOC140684155|LOC140684155","grey"
"gene-LOC115495215|LOC115495215","brown"
"gene-BRWD3|BRWD3","yellow"
"gene-CHMP1B|CHMP1B","cyan"
"gene-GPR174|GPR174","green"
"gene-LOC100230295|LOC100230295","green"
"gene-P2RY10|P2RY10","green"
"gene-LOC115495219|LOC115495219","bisque4"
"gene-ITM2A|ITM2A","turquoise"
"gene-LPAR4|LPAR4","grey"
"gene-CYSLTR1|CYSLTR1","darkorange2"
"gene-LOC100223640|LOC100223640","midnightblue"
"gene-LOC100226560|LOC100226560","yellow"
"gene-LOC100223684|LOC100223684","yellow"
"gene-EDA|EDA","brown"
"gene-NALF2|NALF2","cyan"
"gene-KIF4A|KIF4A","green"
"gene-ARR3|ARR3","cyan"
"gene-TAF9B|TAF9B","blue"
"gene-LOC140684156|LOC140684156","blue"
"gene-PDZD11|PDZD11","black"
"gene-RAB41|RAB41","yellow"
"gene-LOC100222691|LOC100222691","tan"
"gene-P2RY4|P2RY4","brown"
"gene-LOC100232309|LOC100232309","greenyellow"
"gene-IGBP1|IGBP1","navajowhite2"
"gene-EFNB1|EFNB1","turquoise"
"gene-STARD8|STARD8","blue"
"gene-YIPF6|YIPF6","brown"
"gene-OPHN1|OPHN1","royalblue"
"gene-AR|AR","greenyellow"
"gene-EDA2R|EDA2R","blue"
"gene-LOC100226496|LOC100226496","pink"
"gene-HEPH|HEPH","blue"
"gene-LOC100217839|LOC100217839","black"
"gene-LOC115495221|LOC115495221","green"
"gene-VSIG4|VSIG4","green"
"gene-LOC116808418|LOC116808418","blue"
"gene-LOC115495222|LOC115495222","pink"
"gene-MSN|MSN","green"
"gene-ZC3H12B|ZC3H12B","red"
"gene-ZC4H2|ZC4H2","white"
"gene-LAS1L|LAS1L","purple"
"gene-FHL1|FHL1","darkolivegreen"
"gene-MAP7D3|MAP7D3","red"
"gene-SLC9A6|SLC9A6","red"
"gene-MMGT1|MMGT1","turquoise"
"gene-LOC100220752|LOC100220752","darkorange"
"gene-MOSPD1|MOSPD1","salmon"
"gene-LOC100219814|LOC100219814","orange"
"gene-LOC100227536|LOC100227536","pink"
"gene-LOC115495295|LOC115495295","pink"
"gene-LOC115495223|LOC115495223","brown"
"gene-LOC116808422|LOC116808422","yellow"
"gene-HPRT1|HPRT1","paleturquoise"
"gene-PHF6|PHF6","turquoise"
"gene-LOC140684161|LOC140684161","blue"
"gene-GPC3|GPC3","lightyellow"
"gene-GPC4|GPC4","skyblue"
"gene-HS6ST2|HS6ST2","turquoise"
"gene-LOC140684162|LOC140684162","white"
"gene-MBNL3|MBNL3","grey60"
"gene-RAP2C|RAP2C","turquoise"
"gene-FRMD7|FRMD7","yellow"
"gene-STK26|STK26","brown"
"gene-AGTR2|AGTR2","lightcyan"
"gene-PLS3|PLS3","grey"
"gene-SLC6A14|SLC6A14","ivory"
"gene-KLHL13|KLHL13","cyan"
"gene-WDR44|WDR44","turquoise"
"gene-DOCK11|DOCK11","blue"
"gene-IL1RAPL2|IL1RAPL2","lavenderblush3"
"gene-ESX1|ESX1","turquoise"
"gene-LOC115495232|LOC115495232","yellow"
"gene-RADX|RADX","darkorange"
"gene-LOC116808427|LOC116808427","darkslateblue"
"gene-NRK|NRK","green"
"gene-IL13RA1|IL13RA1","salmon"
"gene-FAM199X|FAM199X","turquoise"
"gene-COMMD5|COMMD5","paleturquoise"
"gene-LONRF3|LONRF3","brown"
"gene-KIAA1210|KIAA1210","yellowgreen"
"gene-LOC115495234|LOC115495234","darkolivegreen"
"gene-LOC105759171|LOC105759171","darkorange"
"gene-PGRMC1|PGRMC1","turquoise"
"gene-SLC25A43|SLC25A43","lightgreen"
"gene-SLC25A5|SLC25A5","magenta"
"gene-LOC140684167|LOC140684167","blue"
"gene-STEEP1|STEEP1","magenta"
"gene-UBE2A|UBE2A","turquoise"
"gene-NKRF|NKRF","sienna3"
"gene-SEPTIN6|SEPTIN6","purple"
"gene-SOWAHD|SOWAHD","red"
"gene-MCTS1|MCTS1","sienna3"
"gene-C1GALT1C1|C1GALT1C1","brown"
"gene-GRIA3|GRIA3","royalblue"
"gene-LOC121469984|LOC121469984","paleturquoise"
"gene-RPL39|RPL39","magenta"
"gene-LOC115495297|LOC115495297","black"
"gene-UPF3B|UPF3B","brown"
"gene-NDUFA1|NDUFA1","magenta"
"gene-AKAP14|AKAP14","purple"
"gene-NKAP|NKAP","grey"
"gene-ZBTB33|ZBTB33","turquoise"
"gene-TMEM255A|TMEM255A","red"
"gene-ATP1B4|ATP1B4","blue"
"gene-LAMP2|LAMP2","turquoise"
"gene-CUL4B|CUL4B","turquoise"
"gene-THOC2|THOC2","black"
"gene-XIAP|XIAP","green"
"gene-STAG2|STAG2","pink"
"gene-SH2D1A|SH2D1A","tan"
"gene-TENM1|TENM1","salmon4"
"gene-SMARCA1|SMARCA1","red"
"gene-GAB3|GAB3","tan"
"gene-LOC100230284|LOC100230284","brown"
"gene-VBP1|VBP1","cyan"
"gene-RAB39B|RAB39B","green"
"gene-LOC100231283|LOC100231283","pink"
"gene-VSIG1|VSIG1","grey"
"gene-LOC140684168|LOC140684168","blue"
"gene-PSMD10|PSMD10","skyblue3"
"gene-ATG4A|ATG4A","saddlebrown"
"gene-COL4A6|COL4A6","red"
"gene-COL4A5|COL4A5","yellow"
"gene-IRS4|IRS4","midnightblue"
"gene-LOC105759170|LOC105759170","blue"
"gene-NXT2|NXT2","navajowhite2"
"gene-ACSL4|ACSL4","green"
"gene-TMEM164|TMEM164","green"
"gene-CHRDL1|CHRDL1","lightcyan"
"gene-AMMECR1|AMMECR1","grey"
"gene-LOC140684170|LOC140684170","lightgreen"
"gene-PAK3|PAK3","white"
"gene-RNF128|RNF128","brown"
"gene-PASD1|PASD1","brown"
"gene-TBC1D8B|TBC1D8B","brown"
"gene-VMA21|VMA21","grey"
"gene-GPR50|GPR50","blue"
"gene-HMGB3|HMGB3","red"
"gene-CD99L2|CD99L2","brown"
"gene-MTMR1|MTMR1","pink"
"gene-MTM1|MTM1","pink"
"gene-MAMLD1|MAMLD1","blue"
"gene-LOC100218829|LOC100218829","lightyellow"
"gene-TMEM185A|TMEM185A","turquoise"
"gene-IDS|IDS","greenyellow"
"gene-AFF2|AFF2","brown"
"gene-SLITRK2|SLITRK2","turquoise"
"gene-FMR1|FMR1","turquoise"
"gene-FMR1NB|FMR1NB","yellow"
"gene-SLITRK4|SLITRK4","purple"
"gene-RPGRIP1L|RPGRIP1L","red"
"gene-RBM11|RBM11","magenta"
"gene-RPS4X|RPS4X","magenta"
"gene-HDAC8|HDAC8","brown"
"gene-PHKA1|PHKA1","royalblue"
"gene-CCNB3|CCNB3","green"
"gene-DGKK|DGKK","tan"
"gene-SHROOM4|SHROOM4","darkturquoise"
"gene-LOC100220740|LOC100220740","tan"
"gene-LOC100229375|LOC100229375","steelblue"
"gene-LOC115495252|LOC115495252","salmon"
"gene-FAAH2|FAAH2","turquoise"
"gene-TSC22D3|TSC22D3","coral1"
"gene-MID2|MID2","brown"
"gene-NHSL2|NHSL2","lavenderblush3"
"gene-PIN4|PIN4","floralwhite"
"gene-LOC105759153|LOC105759153","green"
"gene-ARHGAP36|ARHGAP36","royalblue"
"gene-ERCC6L|ERCC6L","lightgreen"
"gene-OCRL|OCRL","yellow"
"gene-XPNPEP2|XPNPEP2","yellowgreen"
"gene-SASH3|SASH3","green"
"gene-ZDHHC9|ZDHHC9","turquoise"
"gene-UTP14A|UTP14A","turquoise"
"gene-BCORL1|BCORL1","red"
"gene-LOC115495255|LOC115495255","blue"
"gene-AIFM1|AIFM1","greenyellow"
"gene-MARS2|MARS2","brown"
"gene-RAB33A|RAB33A","turquoise"
"gene-RBMX2|RBMX2","salmon4"
"gene-SLC25A14|SLC25A14","black"
"gene-ENOX2|ENOX2","grey"
"gene-LOC115495286|LOC115495286","grey"
"gene-LOC100229350|LOC100229350","greenyellow"
"gene-LOC115495264|LOC115495264","turquoise"
"gene-LOC115495258|LOC115495258","black"
"gene-TMLHE|TMLHE","turquoise"
"gene-SPRY3|SPRY3","darkgrey"
"gene-LOC115495261|LOC115495261","tan"
"gene-LOC140684173|LOC140684173","brown4"
"gene-ZNF185|ZNF185","greenyellow"
"gene-LOC100221701|LOC100221701","magenta"
"gene-LOC100189957|LOC100189957","black"
"gene-VAMP7|VAMP7","turquoise"
"gene-NSDHL|NSDHL","red"
"gene-CETN2|CETN2","black"
"gene-LOC100232337|LOC100232337","grey"
"gene-GLOD5|GLOD5","green"
"gene-LOC100220779|LOC100220779","tan"
"gene-LOC100227542|LOC100227542","blue"
"gene-KLF8|KLF8","plum1"
"gene-LOC100221727|LOC100221727","magenta"
"gene-LOC115495268|LOC115495268","floralwhite"
"gene-LOC115495271|LOC115495271","saddlebrown"
"gene-C4AH8orf48|C4AH8orf48","pink"
"gene-LOC100231272|LOC100231272","royalblue"
"gene-AMER1|AMER1","turquoise"
"gene-ARHGEF9|ARHGEF9","darkgrey"
"gene-LOC100229347|LOC100229347","darkgrey"
"gene-CHIC1|CHIC1","greenyellow"
"gene-LOC100217869|LOC100217869","lightcyan1"
"gene-LOC100230322|LOC100230322","yellow"
"gene-LOC100228496|LOC100228496","turquoise"
"gene-LOC100190002|LOC100190002","brown"
"gene-LOC100221700|LOC100221700","turquoise"
"gene-SLC16A2|SLC16A2","royalblue"
"gene-RLIM|RLIM","turquoise"
"gene-NEXMIF|NEXMIF","lightpink4"
"gene-ABCB7|ABCB7","brown"
"gene-UPRT|UPRT","magenta"
"gene-ZDHHC15|ZDHHC15","pink"
"gene-ATRX|ATRX","turquoise"
"gene-MAGT1|MAGT1","turquoise"
"gene-COX7B|COX7B","greenyellow"
"gene-CAPN6|CAPN6","grey"
"gene-LOC100228420|LOC100228420","bisque4"
"gene-LOC100221324|LOC100221324","grey"
"gene-DCX|DCX","cyan"
"gene-ATP7A|ATP7A","yellow"
"gene-PGK1|PGK1","brown"
"gene-AMOT|AMOT","lavenderblush3"
"gene-LOC105759159|LOC105759159","darkred"
"gene-LOC100144431|LOC100144431","turquoise"
"gene-CNGA2|CNGA2","bisque4"
"gene-LOC100225216|LOC100225216","yellow"
"gene-PRRG3|PRRG3","salmon4"
"gene-CLDN2|CLDN2","grey"
"gene-FRMPD3|FRMPD3","pink"
"gene-RBM41|RBM41","black"
"gene-LOC121470002|LOC121470002","salmon4"
"gene-LOC121469997|LOC121469997","green"
"gene-LOC140684181|LOC140684181","yellow"
"gene-LOC121469998|LOC121469998","tan"
"gene-DNAAF6|DNAAF6","grey60"
"gene-PRPS1|PRPS1","turquoise"
"gene-TMSB15B|TMSB15B","magenta"
"gene-RAB9B|RAB9B","pink"
"gene-LOC100221380|LOC100221380","bisque4"
"gene-PLP1|PLP1","purple"
"gene-LOC121470007|LOC121470007","grey"
"gene-LOC140684183|LOC140684183","grey"
"gene-GLA|GLA","greenyellow"
"gene-RPL36A|RPL36A","floralwhite"
"gene-LOC100225279|LOC100225279","blue"
"gene-LOC105760210|LOC105760210","turquoise"
"gene-BTK|BTK","tan"
"gene-TIMM8A|TIMM8A","brown"
"gene-TAF7L|TAF7L","brown"
"gene-TMEM35A|TMEM35A","midnightblue"
"gene-DRP2|DRP2","magenta"
"gene-CENPI|CENPI","magenta"
"gene-TRMT2B|TRMT2B","yellow"
"gene-LOC101234180|LOC101234180","floralwhite"
"gene-DKC1|DKC1","darkgreen"
"gene-LOC115495293|LOC115495293","grey"
"gene-LOC115495299|LOC115495299","darkturquoise"
"gene-MPP1|MPP1","turquoise"
"gene-F8|F8","darkturquoise"
"gene-FUNDC2|FUNDC2","pink"
"gene-MTCP1|MTCP1","grey60"
"gene-CMC4|CMC4","turquoise"
"gene-BRCC3|BRCC3","black"
"gene-GCNA|GCNA","magenta"
"gene-OGT|OGT","yellow"
"gene-ITGB1BP2|ITGB1BP2","plum2"
"gene-TAF1|TAF1","yellow"
"gene-LOC100226244|LOC100226244","turquoise"
"gene-NLGN3|NLGN3","red"
"gene-NONO|NONO","red"
"gene-ZMYM3|ZMYM3","yellow"
"gene-LOC100222314|LOC100222314","turquoise"
"gene-GJB1|GJB1","turquoise"
"gene-SLC7A3|SLC7A3","green"
"gene-LOC105759174|LOC105759174","blue"
"gene-MED12|MED12","darkmagenta"
"gene-IL2RG|IL2RG","green"
"gene-LOC100220428|LOC100220428","darkmagenta"
"gene-FOXO4|FOXO4","lightgreen"
"gene-SNX12|SNX12","turquoise"
"gene-TEX11|TEX11","black"
"gene-LOC100190722|LOC100190722","turquoise"
"gene-DLG3|DLG3","midnightblue"
"gene-IL13RA2|IL13RA2","magenta"
"gene-LOC115495280|LOC115495280","brown"
"gene-LRCH2|LRCH2","yellow"
"gene-LOC105759175|LOC105759175","red"
"gene-LOC100224235|LOC100224235","black"
"gene-LUZP2|LUZP2","black"
"gene-LOC140684210|LOC140684210","salmon4"
"gene-LOC140684211|LOC140684211","yellow"
"gene-SVIP|SVIP","brown"
"gene-GAS2|GAS2","grey"
"gene-FANCF|FANCF","black"
"gene-LOC121470053|LOC121470053","bisque4"
"gene-LOC121470114|LOC121470114","orangered4"
"gene-ANO5|ANO5","yellow"
"gene-LOC105760050|LOC105760050","tan"
"gene-LOC115495368|LOC115495368","yellow"
"gene-BBOX1|BBOX1","turquoise"
"gene-FIBIN|FIBIN","brown"
"gene-SLC5A12|SLC5A12","green"
"gene-KIF18A|KIF18A","grey"
"gene-LOC100224227|LOC100224227","green"
"gene-LOC140684214|LOC140684214","grey"
"gene-LGR4|LGR4","saddlebrown"
"gene-LIN7C|LIN7C","turquoise"
"gene-METTL15|METTL15","greenyellow"
"gene-LOC140684205|LOC140684205","darkolivegreen"
"gene-LOC121469915|LOC121469915","blue"
"gene-LOC121470037|LOC121470037","yellow"
"gene-LOC121470038|LOC121470038","yellow"
"gene-LOC121469913|LOC121469913","blue"
"gene-ARL14EP|ARL14EP","brown"
"gene-MPPED2|MPPED2","black"
"gene-LOC115495377|LOC115495377","brown4"
"gene-PAX6|PAX6","brown4"
"gene-DNAJC24|DNAJC24","darkgreen"
"gene-IMMP1L|IMMP1L","midnightblue"
"gene-LOC115495379|LOC115495379","darkorange"
"gene-ELP4|ELP4","navajowhite2"
"gene-LOC121470036|LOC121470036","blue"
"gene-LOC121470029|LOC121470029","grey"
"gene-RCN1|RCN1","brown"
"gene-LOC100231973|LOC100231973","darkorange2"
"gene-WT1|WT1","plum1"
"gene-EIF3M|EIF3M","magenta"
"gene-CCDC73|CCDC73","blue"
"gene-QSER1|QSER1","turquoise"
"gene-PRRG4|PRRG4","blue"
"gene-DEPDC7|DEPDC7","maroon"
"gene-TCP11L1|TCP11L1","purple"
"gene-CSTF3|CSTF3","magenta"
"gene-LOC140684224|LOC140684224","salmon"
"gene-HIPK3|HIPK3","plum1"
"gene-KIAA1549L|KIAA1549L","green"
"gene-SPON1|SPON1","skyblue"
"gene-SYT9|SYT9","brown4"
"gene-FAR1|FAR1","tan"
"gene-PPFIBP2|PPFIBP2","grey"
"gene-CYB5R2|CYB5R2","skyblue3"
"gene-LOC140684226|LOC140684226","darkred"
"gene-RASSF10|RASSF10","blue"
"gene-BTBD10|BTBD10","turquoise"
"gene-BMAL1|BMAL1","brown"
"gene-TEAD1|TEAD1","ivory"
"gene-PARVA|PARVA","brown"
"gene-MICAL2|MICAL2","brown"
"gene-DKK3|DKK3","darkgrey"
"gene-GALNT18|GALNT18","lightgreen"
"gene-USP47|USP47","blue"
"gene-LOC140684227|LOC140684227","blue"
"gene-LOC140684230|LOC140684230","blue"
"gene-LOC115495387|LOC115495387","green"
"gene-ZDHHC13|ZDHHC13","purple"
"gene-E2F8|E2F8","blue"
"gene-CSRP3|CSRP3","darkolivegreen"
"gene-LOC140684232|LOC140684232","purple"
"gene-NAV2|NAV2","blue"
"gene-PRMT3|PRMT3","red"
"gene-LOC140684233|LOC140684233","white"
"gene-LOC140684235|LOC140684235","grey60"
"gene-LOC140684234|LOC140684234","lightcyan1"
"gene-LOC140684236|LOC140684236","yellow"
"gene-LOC121470061|LOC121470061","red"
"gene-DHCR7|DHCR7","pink"
"gene-NADSYN1|NADSYN1","grey"
"gene-TPCN2|TPCN2","honeydew1"
"gene-SMIM38|SMIM38","floralwhite"
"gene-LOC140684238|LOC140684238","grey"
"gene-CCND1|CCND1","darkred"
"gene-LTO1|LTO1","brown"
"gene-ANO1|ANO1","salmon"
"gene-FADD|FADD","turquoise"
"gene-PPFIA1|PPFIA1","coral1"
"gene-CTTN|CTTN","lightyellow"
"gene-SHANK2|SHANK2","paleturquoise"
"gene-LOC115495400|LOC115495400","paleturquoise"
"gene-LOC140684239|LOC140684239","floralwhite"
"gene-LOC100218173|LOC100218173","brown"
"gene-LOC115495401|LOC115495401","orangered4"
"gene-FBXO3|FBXO3","brown"
"gene-LMO2|LMO2","black"
"gene-LOC121470096|LOC121470096","magenta"
"gene-CAPRIN1|CAPRIN1","blue"
"gene-NAT10|NAT10","red"
"gene-LOC140684241|LOC140684241","darkorange2"
"gene-ABTB2|ABTB2","magenta"
"gene-LOC100228631|LOC100228631","grey"
"gene-CAT|CAT","red"
"gene-FADS1|FADS1","brown"
"gene-LOC115495659|LOC115495659","tan"
"gene-RAB3IL1|RAB3IL1","blue"
"gene-LOC100222881|LOC100222881","brown"
"gene-BEST1|BEST1","lightcyan1"
"gene-FTH1|FTH1","blue"
