"Gene_ID","Module"
"gene-IGFBP3|IGFBP3","darkslateblue"
"gene-LOC140682346|LOC140682346","green"
"gene-LOC140680226|LOC140680226","pink"
"gene-LOC140682352|LOC140682352","orangered4"
"gene-BASP1|BASP1","blue"
"gene-LOC140682355|LOC140682355","darkgrey"
"gene-MYO10|MYO10","green"
"gene-RETREG1|RETREG1","purple"
"gene-ZNF622|ZNF622","grey60"
"gene-FBXL7|FBXL7","greenyellow"
"gene-ANKH|ANKH","brown"
"gene-LOC115494100|LOC115494100","greenyellow"
"gene-OTULINL|OTULINL","blue"
"gene-OTULIN|OTULIN","greenyellow"
"gene-TRIO|TRIO","darkslateblue"
"gene-CTNND2|CTNND2","grey"
"gene-LOC121469356|LOC121469356","turquoise"
"gene-SEMA5A|SEMA5A","darkturquoise"
"gene-MTRR|MTRR","brown"
"gene-FASTKD3|FASTKD3","black"
"gene-CFAP90|CFAP90","cyan"
"gene-ADCY2|ADCY2","tan"
"gene-ROPN1L|ROPN1L","turquoise"
"gene-LOC100219014|LOC100219014","salmon"
"gene-LOC100231369|LOC100231369","yellow"
"gene-LOC140682368|LOC140682368","yellowgreen"
"gene-ATPSCKMT|ATPSCKMT","purple"
"gene-DAP|DAP","green"
"gene-SNRNP48|SNRNP48","turquoise"
"gene-MARCHF6|MARCHF6","brown"
"gene-LOC100229490|LOC100229490","green"
"gene-CCT5|CCT5","thistle2"
"gene-TENT4A|TENT4A","red"
"gene-SRD5A1|SRD5A1","magenta"
"gene-NSUN2|NSUN2","darkgreen"
"gene-UBE2QL1|UBE2QL1","turquoise"
"gene-MED10|MED10","darkgrey"
"gene-UPP1|UPP1","tan"
"gene-IKZF1|IKZF1","blue"
"gene-FIGNL1|FIGNL1","grey"
"gene-DDC|DDC","green"
"gene-LOC140682517|LOC140682517","yellow"
"gene-GRB10|GRB10","turquoise"
"gene-COBL|COBL","purple"
"gene-LOC140682374|LOC140682374","darkred"
"gene-FHOD3|FHOD3","pink"
"gene-RPRD1A|RPRD1A","turquoise"
"gene-RMP24|RMP24","turquoise"
"gene-LOC115493811|LOC115493811","turquoise"
"gene-GALNT1|GALNT1","blue"
"gene-INO80C|INO80C","brown"
"gene-LOC140682375|LOC140682375","yellow"
"gene-FRRS1L|FRRS1L","black"
"gene-TMEM245|TMEM245","brown"
"gene-EPB41L4B|EPB41L4B","green"
"gene-PTPN3|PTPN3","purple"
"gene-MOCOS|MOCOS","green"
"gene-LOC100223410|LOC100223410","paleturquoise"
"gene-BAG1|BAG1","turquoise"
"gene-ZNF830|ZNF830","grey"
"gene-CHMP5|CHMP5","grey"
"gene-FH|FH","yellow"
"gene-LOC100223404|LOC100223404","tan"
"gene-LOC100220507|LOC100220507","grey"
"gene-TERT|TERT","purple"
"gene-CCDC127|CCDC127","brown"
"gene-LOC140682379|LOC140682379","plum1"
"gene-SDHA|SDHA","green"
"gene-CLPTM1L|CLPTM1L","grey"
"gene-LPCAT1|LPCAT1","blue"
"gene-LOC140682380|LOC140682380","turquoise"
"gene-MRPL36|MRPL36","yellow"
"gene-NDUFS6|NDUFS6","yellow"
"gene-ANKS6|ANKS6","turquoise"
"gene-GALNT12|GALNT12","darkturquoise"
"gene-ELP2|ELP2","turquoise"
"gene-CAVIN4|CAVIN4","turquoise"
"gene-CTNNAL1|CTNNAL1","blue"
"gene-LOC121469261|LOC121469261","magenta"
"gene-ABITRAM|ABITRAM","turquoise"
"gene-SLC39A6|SLC39A6","lightcyan"
"gene-LOC100232083|LOC100232083","grey"
"gene-EXOC3|EXOC3","brown"
"gene-PDCD6|PDCD6","salmon"
"gene-LOC100230122|LOC100230122","lightpink4"
"gene-MSANTD3|MSANTD3","magenta"
"gene-LOC100228270|LOC100228270","darkolivegreen"
"gene-NR4A3|NR4A3","blue"
"gene-LOC140682382|LOC140682382","red"
"gene-LOC121469507|LOC121469507","darkred"
"gene-LOC140682383|LOC140682383","orangered4"
"gene-LOC140682384|LOC140682384","turquoise"
"gene-TEX10|TEX10","black"
"gene-INVS|INVS","red"
"gene-ERP44|ERP44","purple"
"gene-STX17|STX17","brown"
"gene-SEC61B|SEC61B","grey60"
"gene-ALG2|ALG2","purple"
"gene-IFI6|IFI6","darkorange"
"gene-GLIPR2|GLIPR2","grey"
"gene-BLOC1S4|BLOC1S4","blue"
"gene-SCGN|SCGN","darkturquoise"
"gene-PARD6G|PARD6G","brown"
"gene-CARMIL1|CARMIL1","violet"
"gene-RIPOR2|RIPOR2","blue"
"gene-GMNN|GMNN","lightyellow"
"gene-C2H6orf62|C2H6orf62","lightcyan"
"gene-LOC121469508|LOC121469508","grey"
"gene-ACOT13|ACOT13","yellow"
"gene-TDP2|TDP2","plum2"
"gene-MBP|MBP","blue"
"gene-ZNF236|ZNF236","turquoise"
"gene-ZNF516|ZNF516","darkturquoise"
"gene-LOC140682388|LOC140682388","grey"
"gene-TSHZ1|TSHZ1","turquoise"
"gene-LOC140682391|LOC140682391","darkgrey"
"gene-PTGR3|PTGR3","turquoise"
"gene-LOC100232073|LOC100232073","lightpink4"
"gene-ZNF407|ZNF407","brown"
"gene-DIPK1C|DIPK1C","blue"
"gene-CNDP2|CNDP2","brown"
"gene-C2H18orf63|C2H18orf63","midnightblue"
"gene-CYB5A|CYB5A","green"
"gene-TIMM21|TIMM21","yellow"
"gene-CBLN2|CBLN2","darkred"
"gene-FBXO15|FBXO15","red"
"gene-SOCS6|SOCS6","black"
"gene-LOC140682358|LOC140682358","white"
"gene-RTTN|RTTN","turquoise"
"gene-DOK6|DOK6","cyan"
"gene-LOC115493832|LOC115493832","grey"
"gene-DSEL|DSEL","darkturquoise"
"gene-LOC100223004|LOC100223004","lightcyan"
"gene-TMX3|TMX3","black"
"gene-CDH7|CDH7","grey"
"gene-LOC116807855|LOC116807855","black"
"gene-MC2R|MC2R","white"
"gene-LOC140682527|LOC140682527","white"
"gene-MC5R|MC5R","royalblue"
"gene-LOC100223646|LOC100223646","red"
"gene-FAM210A|FAM210A","green"
"gene-LOC115493837|LOC115493837","grey60"
"gene-CEP192|CEP192","turquoise"
"gene-SEH1L|SEH1L","turquoise"
"gene-PTPN2|PTPN2","blue"
"gene-PSMG2|PSMG2","lightcyan"
"gene-CEP76|CEP76","turquoise"
"gene-SPIRE1|SPIRE1","turquoise"
"gene-PRELID3A|PRELID3A","grey60"
"gene-AFG3L2|AFG3L2","brown"
"gene-IMPA2|IMPA2","lightsteelblue1"
"gene-TUBB6|TUBB6","blue"
"gene-CIDEA|CIDEA","yellow"
"gene-GNAL|GNAL","red"
"gene-LOC121469266|LOC121469266","thistle2"
"gene-MPPE1|MPPE1","black"
"gene-PIEZO2|PIEZO2","black"
"gene-NAPG|NAPG","brown"
"gene-APCDD1|APCDD1","brown"
"gene-VAPA|VAPA","white"
"gene-RAB31|RAB31","black"
"gene-PPP4R1|PPP4R1","brown"
"gene-TWSG1|TWSG1","brown"
"gene-LOC140682398|LOC140682398","royalblue"
"gene-RALBP1|RALBP1","brown"
"gene-MTCL1|MTCL1","blue"
"gene-ANKRD12|ANKRD12","lightcyan"
"gene-NDUFV2|NDUFV2","yellow"
"gene-RAB12|RAB12","green"
"gene-LOC121469518|LOC121469518","grey"
"gene-ARHGAP28|ARHGAP28","darkolivegreen"
"gene-TMEM200C|TMEM200C","grey"
"gene-LOC140682401|LOC140682401","turquoise"
"gene-PTPRM|PTPRM","brown"
"gene-EPB41L3|EPB41L3","paleturquoise"
"gene-ZBTB14|ZBTB14","greenyellow"
"gene-DLGAP1|DLGAP1","darkorange2"
"gene-LOC116807942|LOC116807942","grey"
"gene-LOC140682402|LOC140682402","darkred"
"gene-LOC115493851|LOC115493851","turquoise"
"gene-TGIF1|TGIF1","darkolivegreen"
"gene-MYOM1|MYOM1","grey60"
"gene-LOC100190123|LOC100190123","yellow"
"gene-LOC100218287|LOC100218287","blue"
"gene-EMILIN2|EMILIN2","blue"
"gene-LPIN2|LPIN2","green"
"gene-SMCHD1|SMCHD1","turquoise"
"gene-METTL4|METTL4","lightcyan"
"gene-NDC80|NDC80","blue"
"gene-TYMS|TYMS","blue"
"gene-YES1|YES1","green"
"gene-COLEC12|COLEC12","purple"
"gene-THOC1|THOC1","turquoise"
"gene-USP14|USP14","yellow"
"gene-ROCK1|ROCK1","black"
"gene-GREB1L|GREB1L","orangered4"
"gene-ESCO1|ESCO1","black"
"gene-ABHD3|ABHD3","grey"
"gene-MIB1|MIB1","turquoise"
"gene-LOC115493857|LOC115493857","grey"
"gene-LOC140682406|LOC140682406","midnightblue"
"gene-RBBP8|RBBP8","blue"
"gene-GATA6|GATA6","magenta"
"gene-TMEM241|TMEM241","turquoise"
"gene-CABLES1|CABLES1","greenyellow"
"gene-RIOK3|RIOK3","purple"
"gene-ANKRD29|ANKRD29","turquoise"
"gene-RMC1|RMC1","grey"
"gene-NPC1|NPC1","purple"
"gene-LAMA3|LAMA3","sienna3"
"gene-TTC39C|TTC39C","white"
"gene-LOC100223101|LOC100223101","grey"
"gene-OSBPL1A|OSBPL1A","green"
"gene-IMPACT|IMPACT","grey"
"gene-ZNF521|ZNF521","blue"
"gene-LOC115493860|LOC115493860","turquoise"
"gene-TAF4B|TAF4B","blue"
"gene-SS18|SS18","grey"
"gene-KCTD1|KCTD1","grey"
"gene-AQP4|AQP4","grey"
"gene-CHST9|CHST9","grey"
"gene-CDH2|CDH2","blue"
"gene-DSG4|DSG4","blue"
"gene-DSC1|DSC1","tan"
"gene-DSG2|DSG2","red"
"gene-TRAPPC8|TRAPPC8","black"
"gene-LOC115493869|LOC115493869","grey"
"gene-RNF138|RNF138","green"
"gene-MEP1B|MEP1B","green"
"gene-KLHL14|KLHL14","palevioletred3"
"gene-GAREM1|GAREM1","brown"
"gene-LOC101234096|LOC101234096","black"
"gene-ASXL3|ASXL3","red"
"gene-TTR|TTR","cyan"
"gene-LOC100226992|LOC100226992","magenta"
"gene-B4GALT6|B4GALT6","pink"
"gene-DTNA|DTNA","red"
"gene-MAPRE2|MAPRE2","brown"
"gene-LOC115493875|LOC115493875","tan"
"gene-SPIDR|SPIDR","red"
"gene-MCM4|MCM4","blue"
"gene-CEBPD|CEBPD","turquoise"
"gene-PRKDC|PRKDC","turquoise"
"gene-LOC115493878|LOC115493878","black"
"gene-UBE2V2|UBE2V2","black"
"gene-SNAI2|SNAI2","salmon"
"gene-LOC140682416|LOC140682416","grey"
"gene-LOC140682536|LOC140682536","yellow"
"gene-LOC121469219|LOC121469219","darkred"
"gene-SNTG1|SNTG1","cyan"
"gene-LOC115493881|LOC115493881","cyan"
"gene-PPDPFL|PPDPFL","red"
"gene-LOC115493884|LOC115493884","black"
"gene-PCMTD1|PCMTD1","red"
"gene-RB1CC1|RB1CC1","black"
"gene-RGS20|RGS20","grey"
"gene-ATP6V1H|ATP6V1H","brown"
"gene-TCEA1|TCEA1","blue"
"gene-LYPLA1|LYPLA1","green"
"gene-MRPL15|MRPL15","steelblue"
"gene-LOC115493889|LOC115493889","grey"
"gene-LOC100230766|LOC100230766","steelblue"
"gene-LOC100221139|LOC100221139","green"
"gene-TGS1|TGS1","turquoise"
"gene-LOC100218250|LOC100218250","blue"
"gene-LYN|LYN","blue"
"gene-RPS20|RPS20","pink"
"gene-PLAG1|PLAG1","turquoise"
"gene-CHCHD7|CHCHD7","green"
"gene-LOC140682419|LOC140682419","turquoise"
"gene-SDR16C5|SDR16C5","yellow"
"gene-BPNT2|BPNT2","green"
"gene-LOC121469267|LOC121469267","grey"
"gene-FAM110B|FAM110B","blue"
"gene-UBXN2B|UBXN2B","black"
"gene-CYP7A1|CYP7A1","green"
"gene-SDCBP|SDCBP","blue"
"gene-NSMAF|NSMAF","green"
"gene-TOX|TOX","blue"
"gene-CA8|CA8","green"
"gene-LOC140682424|LOC140682424","skyblue3"
"gene-LOC116807874|LOC116807874","magenta"
"gene-RAB2A|RAB2A","green"
"gene-CHD7|CHD7","turquoise"
"gene-ASPH|ASPH","salmon"
"gene-GGH|GGH","turquoise"
"gene-TTPA|TTPA","brown"
"gene-YTHDF3|YTHDF3","brown"
"gene-LOC140682430|LOC140682430","yellow"
"gene-CYP7B1|CYP7B1","purple"
"gene-LOC140682429|LOC140682429","darkgrey"
"gene-LOC115493909|LOC115493909","grey"
"gene-PDE7A|PDE7A","grey"
"gene-ARMC1|ARMC1","royalblue"
"gene-MTFR1|MTFR1","green"
"gene-MYBL1|MYBL1","blue"
"gene-ADHFE1|ADHFE1","magenta"
"gene-RRS1|RRS1","pink"
"gene-VXN|VXN","turquoise"
"gene-VCPIP1|VCPIP1","brown"
"gene-LOC140682432|LOC140682432","red"
"gene-SGK3|SGK3","blue"
"gene-LOC121469231|LOC121469231","turquoise"
"gene-PPP1R42|PPP1R42","grey"
"gene-LOC115493912|LOC115493912","blue"
"gene-MCMDC2|MCMDC2","midnightblue"
"gene-LOC140682431|LOC140682431","turquoise"
"gene-COPS5|COPS5","green"
"gene-CSPP1|CSPP1","turquoise"
"gene-ARFGEF1|ARFGEF1","turquoise"
"gene-PREX2|PREX2","brown"
"gene-SLCO5A1|SLCO5A1","white"
"gene-SULF1|SULF1","blue"
"gene-NCOA2|NCOA2","darkorange"
"gene-TRAM1|TRAM1","royalblue"
"gene-LACTB2|LACTB2","yellow"
"gene-XKR9|XKR9","grey"
"gene-LOC121470748|LOC121470748","darkturquoise"
"gene-MSC|MSC","blue"
"gene-EYA1|EYA1","grey"
"gene-TERF1|TERF1","blue"
"gene-KCNB2|KCNB2","cyan"
"gene-RPL7|RPL7","pink"
"gene-RDH10|RDH10","purple"
"gene-LOC115493916|LOC115493916","grey"
"gene-STAU2|STAU2","green"
"gene-LOC121469233|LOC121469233","turquoise"
"gene-UBE2W|UBE2W","black"
"gene-ELOC|ELOC","magenta"
"gene-TMEM70|TMEM70","saddlebrown"
"gene-LY96|LY96","blue"
"gene-GDAP1|GDAP1","tan"
"gene-PI15|PI15","tan"
"gene-JPH1|JPH1","midnightblue"
"gene-CRISPLD1|CRISPLD1","grey"
"gene-HNF4G|HNF4G","purple"
"gene-LOC140682434|LOC140682434","midnightblue"
"gene-ZFHX4|ZFHX4","red"
"gene-PEX2|PEX2","green"
"gene-PKIA|PKIA","brown"
"gene-ZC2HC1A|ZC2HC1A","thistle1"
"gene-IL7|IL7","red"
"gene-LOC115493928|LOC115493928","blue"
"gene-LOC140682439|LOC140682439","black"
"gene-HEY1|HEY1","darkgreen"
"gene-TPD52|TPD52","pink"
"gene-LOC115493932|LOC115493932","black"
"gene-ZBTB10|ZBTB10","lightcyan"
"gene-ZNF704|ZNF704","green"
"gene-PAG1|PAG1","blue"
"gene-LOC140682441|LOC140682441","green"
"gene-FABP5|FABP5","blue"
"gene-MRPL53|MRPL53","salmon"
"gene-LOC100223994|LOC100223994","red"
"gene-IMPA1|IMPA1","brown"
"gene-ZFAND1|ZFAND1","thistle2"
"gene-CHMP4C|CHMP4C","darkred"
"gene-SNX16|SNX16","skyblue"
"gene-LOC140682361|LOC140682361","black"
"gene-SLC7A13|SLC7A13","turquoise"
"gene-RALYL|RALYL","lavenderblush3"
"gene-LRRCC1|LRRCC1","grey"
"gene-E2F5|E2F5","lightcyan"
"gene-RBIS|RBIS","yellow"
"gene-LOC100219287|LOC100219287","blue"
"gene-LOC100228865|LOC100228865","greenyellow"
"gene-LOC140682447|LOC140682447","turquoise"
"gene-ATP6V0D2|ATP6V0D2","brown"
"gene-LOC100224950|LOC100224950","bisque4"
"gene-LOC140682444|LOC140682444","green"
"gene-MMP16|MMP16","blue"
"gene-LOC100220197|LOC100220197","tan"
"gene-RIPK2|RIPK2","blue"
"gene-LOC140682452|LOC140682452","blue"
"gene-OSGIN2|OSGIN2","blue"
"gene-WWP1|WWP1","green"
"gene-RMDN1|RMDN1","green"
"gene-CPNE3|CPNE3","brown"
"gene-NBN|NBN","blue"
"gene-CALB1|CALB1","plum1"
"gene-DECR1|DECR1","yellow"
"gene-TMEM64|TMEM64","lightcyan"
"gene-PIP4P2|PIP4P2","greenyellow"
"gene-SLC26A7|SLC26A7","turquoise"
"gene-LOC140682454|LOC140682454","blue"
"gene-OTUD6B|OTUD6B","brown"
"gene-RUNX1T1|RUNX1T1","brown"
"gene-LOC115493947|LOC115493947","turquoise"
"gene-TRIQK|TRIQK","darkorange"
"gene-CIBAR1|CIBAR1","midnightblue"
"gene-RBM12B|RBM12B","turquoise"
"gene-TMEM67|TMEM67","red"
"gene-PDP1|PDP1","purple"
"gene-GEM|GEM","tan"
"gene-CDH17|CDH17","pink"
"gene-RAD54B|RAD54B","blue"
"gene-FSBP|FSBP","blue"
"gene-LOC100224067|LOC100224067","black"
"gene-ESRP1|ESRP1","lightgreen"
"gene-LOC115493953|LOC115493953","lightcyan"
"gene-VIRMA|VIRMA","brown"
"gene-DPY19L4|DPY19L4","brown"
"gene-LOC100227924|LOC100227924","cyan"
"gene-CCNE2|CCNE2","turquoise"
"gene-INTS8|INTS8","black"
"gene-TP53INP1|TP53INP1","green"
"gene-NDUFAF6|NDUFAF6","red"
"gene-LOC116807770|LOC116807770","white"
"gene-PLEKHF2|PLEKHF2","blue"
"gene-CFAP418|CFAP418","red"
"gene-UQCRB|UQCRB","yellow"
"gene-MTERF3|MTERF3","magenta"
"gene-PTDSS1|PTDSS1","green"
"gene-SDC2|SDC2","green"
"gene-LOC140682541|LOC140682541","turquoise"
"gene-CPQ|CPQ","grey"
"gene-MTDH|MTDH","brown"
"gene-LAPTM4B|LAPTM4B","yellow"
"gene-MATN2|MATN2","green"
"gene-RPL30|RPL30","pink"
"gene-LOC115494154|LOC115494154","turquoise"
"gene-NIPAL2|NIPAL2","pink"
"gene-RIDA|RIDA","green"
"gene-POP1|POP1","turquoise"
"gene-STK3|STK3","brown"
"gene-KCNS2|KCNS2","grey"
"gene-RGS22|RGS22","palevioletred3"
"gene-POLR2K|POLR2K","turquoise"
"gene-SPAG1|SPAG1","lightsteelblue1"
"gene-VPS13B|VPS13B","brown"
"gene-COX6C|COX6C","yellow"
"gene-RNF19A|RNF19A","lightcyan"
"gene-LOC116807893|LOC116807893","lightcyan"
"gene-ANKRD46|ANKRD46","brown"
"gene-PABPC1|PABPC1","darkgreen"
"gene-YWHAZ|YWHAZ","salmon"
"gene-ZNF706|ZNF706","green"
"gene-GRHL2|GRHL2","tan"
"gene-NCALD|NCALD","yellow"
"gene-RRM2B|RRM2B","red"
"gene-LOC140682458|LOC140682458","grey"
"gene-ODF1|ODF1","turquoise"
"gene-LOC140682459|LOC140682459","skyblue3"
"gene-KLF10|KLF10","steelblue"
"gene-UBR5|UBR5","darkslateblue"
"gene-AZIN1|AZIN1","brown"
"gene-ATP6V1C1|ATP6V1C1","blue"
"gene-FZD6|FZD6","blue"
"gene-CTHRC1|CTHRC1","turquoise"
"gene-SLC25A32|SLC25A32","darkmagenta"
"gene-DCAF13|DCAF13","brown"
"gene-DCSTAMP|DCSTAMP","blue"
"gene-RIMS2|RIMS2","lavenderblush3"
"gene-DPYS|DPYS","yellow"
"gene-LRP12|LRP12","black"
"gene-LOC140682463|LOC140682463","darkorange"
"gene-ZFPM2|ZFPM2","violet"
"gene-RSPO2|RSPO2","grey"
"gene-ANGPT1|ANGPT1","blue"
"gene-OXR1|OXR1","royalblue"
"gene-LOC140682465|LOC140682465","lightyellow"
"gene-ABRA|ABRA","mediumpurple3"
"gene-EIF3E|EIF3E","red"
"gene-TMEM74|TMEM74","grey"
"gene-EMC2|EMC2","salmon"
"gene-NUDCD1|NUDCD1","brown"
"gene-ENY2|ENY2","yellow"
"gene-SYBU|SYBU","magenta"
"gene-KCNV1|KCNV1","yellowgreen"
"gene-EBAG9|EBAG9","turquoise"
"gene-LOC140682471|LOC140682471","turquoise"
"gene-LOC140682470|LOC140682470","darkmagenta"
"gene-TRPS1|TRPS1","blue"
"gene-EIF3H|EIF3H","pink"
"gene-UTP23|UTP23","ivory"
"gene-RAD21|RAD21","black"
"gene-LOC115493984|LOC115493984","grey"
"gene-MED30|MED30","black"
"gene-LOC115493985|LOC115493985","turquoise"
"gene-EXT1|EXT1","grey"
"gene-TNFRSF11B|TNFRSF11B","darkgreen"
"gene-SAMD12|SAMD12","purple"
"gene-COLEC10|COLEC10","greenyellow"
"gene-LOC140682473|LOC140682473","mediumpurple3"
"gene-LOC140682475|LOC140682475","black"
"gene-CCN3|CCN3","grey"
"gene-LOC140682474|LOC140682474","darkorange"
"gene-MAL2|MAL2","purple"
"gene-ENPP2|ENPP2","greenyellow"
"gene-TAF2|TAF2","salmon"
"gene-DSCC1|DSCC1","darkorange"
"gene-DEPTOR|DEPTOR","magenta"
"gene-COL14A1|COL14A1","skyblue"
"gene-MTBP|MTBP","black"
"gene-MRPL13|MRPL13","green"
"gene-HAS2|HAS2","blue"
"gene-SNTB1|SNTB1","brown"
"gene-ZHX2|ZHX2","black"
"gene-FAM83A|FAM83A","black"
"gene-TBC1D31|TBC1D31","turquoise"
"gene-DERL1|DERL1","brown"
"gene-C2H8orf76|C2H8orf76","turquoise"
"gene-ZHX1|ZHX1","orangered4"
"gene-ATAD2|ATAD2","black"
"gene-NTAQ1|NTAQ1","thistle2"
"gene-FBXO32|FBXO32","black"
"gene-KLHL38|KLHL38","red"
"gene-ANXA13|ANXA13","pink"
"gene-FER1L6|FER1L6","grey"
"gene-FAM91A1|FAM91A1","brown"
"gene-TMEM65|TMEM65","blue"
"gene-RNF139|RNF139","brown"
"gene-TATDN1|TATDN1","pink"
"gene-NDUFB9|NDUFB9","yellow"
"gene-MTSS1|MTSS1","grey"
"gene-SQLE|SQLE","brown"
"gene-TRIB1|TRIB1","black"
"gene-WASHC5|WASHC5","brown"
"gene-NSMCE2|NSMCE2","blue"
"gene-LRATD2|LRATD2","red"
"gene-MYC|MYC","turquoise"
"gene-LOC115493999|LOC115493999","darkturquoise"
"gene-CYRIB|CYRIB","blue"
"gene-ASAP1|ASAP1","blue"
"gene-DNAAF11|DNAAF11","darkolivegreen"
"gene-TMEM71|TMEM71","salmon"
"gene-EFR3A|EFR3A","brown"
"gene-KCNQ3|KCNQ3","royalblue"
"gene-PHF20L1|PHF20L1","grey"
"gene-LOC121469275|LOC121469275","red"
"gene-CCN4|CCN4","darkgreen"
"gene-TG|TG","grey"
"gene-SLA|SLA","blue"
"gene-ST3GAL1|ST3GAL1","skyblue3"
"gene-LOC115494009|LOC115494009","grey"
"gene-NDRG1|NDRG1","darkolivegreen"
"gene-ZFAT|ZFAT","black"
"gene-LOC115494015|LOC115494015","yellowgreen"
"gene-KHDRBS3|KHDRBS3","darkturquoise"
"gene-KCNK9|KCNK9","grey"
"gene-TRAPPC9|TRAPPC9","brown"
"gene-CHRAC1|CHRAC1","blue"
"gene-AGO2|AGO2","lightcyan"
"gene-RPLP1|RPLP1","pink"
"gene-DENND3|DENND3","blue"
"gene-PTK2|PTK2","blue"
"gene-GPR20|GPR20","brown"
"gene-SLC45A4|SLC45A4","black"
"gene-PTP4A3|PTP4A3","greenyellow"
"gene-TSNARE1|TSNARE1","purple"
"gene-ADGRB1|ADGRB1","magenta"
"gene-LOC140682489|LOC140682489","black"
"gene-LOC121469303|LOC121469303","brown"
"gene-LOC100190135|LOC100190135","blue"
"gene-MAFA|MAFA","cyan"
"gene-RHPN1|RHPN1","tan"
"gene-ZC3H3|ZC3H3","grey"
"gene-LOC115494036|LOC115494036","skyblue3"
"gene-LOC101232977|LOC101232977","cyan"
"gene-TIGD5|TIGD5","salmon"
"gene-NAPRT|NAPRT","green"
"gene-LOC115494034|LOC115494034","turquoise"
"gene-EEF1D|EEF1D","pink"
"gene-LOC115493583|LOC115493583","grey60"
"gene-PYCR3|PYCR3","yellow"
"gene-GFUS|GFUS","magenta"
"gene-ARHGAP39|ARHGAP39","black"
"gene-LOC115494059|LOC115494059","grey"
"gene-C2H8orf82|C2H8orf82","greenyellow"
"gene-LRRC14|LRRC14","floralwhite"
"gene-RECQL4|RECQL4","blue"
"gene-FOXH1|FOXH1","floralwhite"
"gene-TMEM276|TMEM276","red"
"gene-GPT|GPT","yellow"
"gene-ZFTRAF1|ZFTRAF1","brown"
"gene-TONSL|TONSL","midnightblue"
"gene-LOC140682366|LOC140682366","turquoise"
"gene-VPS28|VPS28","yellow"
"gene-CPSF1|CPSF1","grey"
"gene-ADCK5|ADCK5","green"
"gene-FBXL6|FBXL6","grey"
"gene-DGAT1|DGAT1","grey60"
"gene-EXOSC4|EXOSC4","grey"
"gene-OPLAH|OPLAH","magenta"
"gene-LOC115492365|LOC115492365","blue"
"gene-MROH1|MROH1","turquoise"
"gene-HGH1|HGH1","grey"
"gene-GPAA1|GPAA1","skyblue"
"gene-HSF1|HSF1","grey"
"gene-BOP1|BOP1","brown"
"gene-MAF1|MAF1","brown4"
"gene-SHARPIN|SHARPIN","yellow"
"gene-CYC1|CYC1","yellow"
"gene-LOC100229852|LOC100229852","grey"
"gene-LOC115492408|LOC115492408","grey"
"gene-LOC100223160|LOC100223160","darkturquoise"
"gene-GRINA|GRINA","saddlebrown"
"gene-PARP10|PARP10","blue"
"gene-EPPK1|EPPK1","tan"
"gene-LOC115492384|LOC115492384","turquoise"
"gene-LOC140682498|LOC140682498","red"
"gene-PLEC|PLEC","skyblue"
"gene-NRBP2|NRBP2","red"
"gene-PUF60|PUF60","brown"
"gene-SCRIB|SCRIB","brown"
"gene-FAM83H|FAM83H","red"
"gene-MAPK15|MAPK15","plum2"
"gene-THUMPD2|THUMPD2","turquoise"
"gene-LOC115492366|LOC115492366","turquoise"
"gene-LOC140683789|LOC140683789","grey"
"gene-GPN1|GPN1","black"
"gene-ZNF512|ZNF512","green"
"gene-GTF3C2|GTF3C2","turquoise"
"gene-LOC100218564|LOC100218564","turquoise"
"gene-NRBP1|NRBP1","black"
"gene-FNDC4|FNDC4","yellow"
"gene-LOC100231911|LOC100231911","midnightblue"
"gene-IFT172|IFT172","grey"
"gene-KRTCAP3|KRTCAP3","grey"
"gene-PPM1G|PPM1G","brown"
"gene-LOC115494680|LOC115494680","pink"
"gene-LOC100222286|LOC100222286","pink"
"gene-ZNF513|ZNF513","yellow"
"gene-SNX17|SNX17","brown"
"gene-LOC140683593|LOC140683593","turquoise"
"gene-EIF2B4|EIF2B4","pink"
"gene-DNAJC5G|DNAJC5G","yellow"
"gene-TRIM54|TRIM54","turquoise"
"gene-MPV17|MPV17","brown4"
"gene-CAD|CAD","brown"
"gene-ATRAID|ATRAID","yellow"
"gene-SLC5A6|SLC5A6","yellow"
"gene-PREB|PREB","yellow"
"gene-CGREF1|CGREF1","turquoise"
"gene-KHK|KHK","yellow"
"gene-EMILIN1|EMILIN1","turquoise"
"gene-OST4|OST4","turquoise"
"gene-AGBL5|AGBL5","grey"
"gene-TMEM214|TMEM214","red"
"gene-MAPRE3|MAPRE3","turquoise"
"gene-LOC140683597|LOC140683597","blue"
"gene-DNMT3A|DNMT3A","blue"
"gene-DTNB|DTNB","turquoise"
"gene-LOC140683599|LOC140683599","grey"
"gene-PBK|PBK","black"
"gene-ASXL2|ASXL2","cyan"
"gene-KIF3C|KIF3C","blue"
"gene-RAB10|RAB10","brown"
"gene-LOC140683598|LOC140683598","yellow"
"gene-HADHA|HADHA","green"
"gene-HADHB|HADHB","green"
"gene-LOC105760019|LOC105760019","grey"
"gene-SELENOI|SELENOI","green"
"gene-LOC121469818|LOC121469818","grey"
"gene-ESCO2|ESCO2","blue"
"gene-STMN4|STMN4","blue"
"gene-CLU|CLU","blue"
"gene-CHRNA2|CHRNA2","blue"
"gene-PTK2B|PTK2B","turquoise"
"gene-LOC140683600|LOC140683600","blue"
"gene-LOC140683849|LOC140683849","grey"
"gene-LOC105760434|LOC105760434","blue"
"gene-EPHX2|EPHX2","white"
"gene-POMC|POMC","red"
"gene-ADCY3|ADCY3","turquoise"
